Source,Target,weight
291874499730,Susie Castillo,9748
171346373718,Melissa Tkautz,3928
164177086490,Pamela Jean Noble,724
697664470323030,Kris Paronto,1386
182886591370,The Official Todd N Tyler Radio Empire,9652
372261619519833,Steve Forbes,7221
1517835311788423,Magic Mike Live,4375
532380836824348,Youyi,442
1629243753973819,Yoyo 懿心,6407
109425532418999,Queenzy Cheng 莊群施,5255
374002779344938,Lucas Cordalis,7110
1499715680084544,Courtney Khondabi QVC,3038
207343126263709,White Destiny,4926
293134337476293,Jay Williams,603
127856613900441,Aaron Tuttle Meteorologist,11559
329991980419543,Natural Neiicey,890
192975057400093,II JERiiCHO II,5181
297390060385991,Elijah Kewley,6451
105223469595053,Dolly Castro,10956
150942814931962,Robin Shea,1087
195030300695371,Capt Lee,2399
125808804126430,Fyone Tan陳彥伶,5720
445987255456128,Peter Voogd,1582
530554483731590,Sara Marcozzi,9745
148022182009479,Parker Slaybaugh,2751
55720163190,Suzanne Somers,4915
307165622715004,張艾亞,5882
138574709670730,Gabriel Sotelo,5956
140068252756331,Gaten Matarazzo,3658
214150993293,Mermaid Melissa,111
126372294081005,Vivian薇小安,5100
460682153942014,Stephanie Kamari,8207
737589276378889,Arturo Elias Ayub,623
708599045850491,Hariwon,477
480991601944913,Sascha Heusermann 賀少俠,9443
800164620056349,Francisca Lachapel,4885
200912806720656,Isabel Figueira,4649
143234245748890,Alexander Straub,9376
465761170047,Chriselle Lim,10294
774998136010158,Rashedul Hasan,962
281992138591559,Zisan Avci,1190
204041692301,John Pullum,3240
862249207200873,Yarissa,9547
455763247792448,庭萱 (陳庭萱),105
1062966003775479,Melissa Blasius,2076
1401566010081190,邱嘎敏,11526
346216220433,Marco Beteta,6295
220572998374,Kathy McClary,8098
575112275891541,Shaan,1891
438858912824131,MrGamerPros,11105
177137252420892,Iskra Lawrence,6840
229952127043349,Marcelo Claure,3755
104405545881,Dr John Demartini,4570
370698259729388,Laura Cremaschi,1082
100221813357874,KPRC2 Frank Billingsley,11302
184672881547143,Marie Soleil DION,2065
19512064355,Aisha Tyler,10926
899822183418146,Heath Buckmaster,824
160397568057,cocorosa,3551
72277624029,Alexi Panos,417
170990846222,Callan Rush - Lucrative Luminary Training,5727
183867978441676,王晴 Serene,8947
747807641921585,Joey Gatto,9341
525029860860055,Dominic Bowden,8650
127679353979066,Heidi Flick,66
185848024784096,林右昌UChange,8289
113758095381962,MALEJA RESTREPO,1928
460991247297511,Microsoft Student Partners > AIUB,3890
1391606167782667,Amel Karboul,6095
149316225208098,Deyn 李迪恩,1370
15456537827,Annie Mac,1150
193937300723070,Deepa Berar,1900
131791870227132,Iman,10313
119899468045320,Coco,2464
13157134969,Joe Kyrillos,10292
586887284675972,Aryo Djojohadikusumo,7614
226117357411839,Paulo Skaf,2649
184091544971768,Dennis,9495
192259081194,Pedro Fernandes,5238
476684279044491,米恩綺 Mimi,7975
1442599296013326,Yanet García,1782
7299288734,Ed Dale,6970
241956942544961,Karl Maftoum,25
720229598012097,Anthony Trucks,3080
291638064194635,Sophia Vegas,3217
178170065568436,Stéphane Bern,5900
621815994504844,Shannon Grove,7715
121330414680111,Justin Pasutto,10832
125123941001309,Frank Gioia,9353
556718824468214,Raffi Ahmad,2259
282055164897,Bill Martin,7711
115420618544819,Fan Bingbing 范冰冰,733
252390114794500,List25,2463
878100398949750,Zach Clayton,6137
54557413386,Bill Johnson,8750
762392777240176,Manoj Bhargava,4100
50485230781,Adept,9732
803041666459797,Enrique de la Madrid,9372
16191791954,Philippe Daverio,3135
376447194125,Laura London Fitness,7471
316471388424167,Rj Divya,6371
363715240398696,Anthony Swag,1393
183821187865,"Carolina Sandoval ""La Venenosa""",5193
101415413232150,Manasvi Mamgai,4428
907870165949939,Tim Read - Masterchef NZ,8401
359263444102623,Loesje,9869
136484443062895,Captain Planet,215
138645012821352,Nicolette van Dam,4732
283180198410805,Kait Miller,5128
1488225654791407,Wendy Esparza,8294
420835661422564,Billie McKay,2820
303779006492323,Arie K.Untung,4124
249827938528834,Littlemooonster96,9906
502692163084600,Jakub Roskosz,8711
183634181656790,Murray SawChuck,1513
371952633196,Amanda Lepore,6131
111074002262862,呂如中,6556
12935858758,Russell Simmons,921
152760598115408,Manlio Di Stefano,4632
371193983015049,Milk Queen,2157
58348306844,Torae,138
164208130264796,Johanna Setzer - TV Moderatorin,1342
84622580476,Meg Whitman,2365
792312930808274,Jason Fyk,4402
211843145557853,Cierra Ramirez,9269
359515794098732,Chelsea Crockett,6573
157691740929192,Chase Daniels,5344
862955897151313,JAY Versace,8539
891568174219195,Annalicia Lynn,5595
258626390920151,The Official Kevin Levrone,1069
97838403510,Steve McCurry - Official Page,1412
52679875336,汪東城Jiro,2368
115963777061,Kevin Kamenetz,7107
1382635051978023,Adrián de la Garza,7000
164210816944844,Ruben Rua,965
173540439333099,Taryn Daly,2192
1473187032923800,A'N'D,11426
253952020343,Birkan Tore,8282
217660021605651,Marjorie Dannenfelser,438
114287798699470,Mike Baird,6170
108830117947,Ann Louie Li 李怜宜,8726
147086372034717,Official Trisha Paytas,7891
201556653209458,Alessandra Villegas,10761
31841369968,Ligia Petit,5569
163894420746277,Farid Dieck,4256
132803191961,Shay Sorrells,9026
48993866294,阮兆祥 LOUIS YUEN,1645
807118132666261,Caren Bell,8564
147881332222671,Alex Mapeli,3781
162346547603209,Kevin McCarty,9240
295694507159763,Brin Merkley,4315
1400442023505652,Celopand,9971
201280849902930,Dee Kosh,11314
572608669435279,LPmitKev,6145
112543022099219,Tonya Leigh,3808
162268400600758,Tira,6256
384994631541429,Fabian Siegismund,8848
564420387014357,The Rhodes Brothers,3624
49570139113,Maxim Martin,6729
333007730154371,Roberto Policarpo,9241
154868274713213,Colin Cowherd,7327
283845731666217,Jud at Pulse FM,6487
1508848826057023,Dominique Doucette,104
110230688995346,Egypt McKee (Official),2116
1513966812197754,The Adventures of Jonny and Nibbles,4679
142551005794956,Shea Marie,1670
121976204495626,Jeff Chin ( 陈浩然 ),991
182274715213782,Alexandrea Garza,3205
34215740700,Sabrina Bryan,6101
53041065712,DYNAMO,9969
72128716787,Luca Betti,8595
232534200132140,Thando Thabethe,3027
1012640105456948,NASA Astronaut Jack “2fish” Fischer,9084
308077615989689,Paul Misar,5996
1006810942704878,Lala Kent,1153
327218107827,Mario Armstrong,1920
918437141523575,Twan Kuyper,3940
423006901075670,Marcela  Bueno,11447
159575210848972,Ana Sofía Henao,10319
480611235402808,TD Jakes,1796
38458276617,Wab Kinew,5186
90845230143,Dr. Ali Gomaa أ.د علي جمعة,4624
181994378543839,Combate ao Câncer,5916
114632788655,Kristin Davis,955
310741115792668,Syed Balkhi,9799
53243547328,Karl Rove,1327
185703714869868,Selena Caltabiano,7321
301216483304925,Lola Sparks,9138
784598234948744,Ariana Topmodel 2015,8129
298847963227,Natalie MacNeil,743
173592192653174,Daniel Marsh,2056
310191092352735,Goodwill Librarian,6273
669398166481643,M.D.Thirushkamini,3795
544312182295441,The Roundabout Crew,6695
170335236397911,Shaman Durek,2405
11471221061,Pam Ann,10182
124746050906701,選美皇后-徐至琦,3741
148317355304964,Nilson Bonome,9330
164428506992864,Marco Pasqua,1518
850902208338610,Damanhuri Bin Abas,2849
236959743562,Grant Cardone,5475
110601588999285,Haniff Hamzah,387
107325192636835,Eric Cartman,866
185160524953516,Blu Equis,10783
1640712606156431,Shanice,584
275580702581792,Felipe Franco,8977
48516989674,Nathan Barnatt,252
635848816509377,ssarusska,938
553684451336807,Jamie C Vrinios,7938
118466151505417,Harry Josh Hair,8410
118798624867378,馮媛甄 官方粉絲團,6027
413771872030477,Janna Wiese,7009
1683568168525449,Krista DeBono,8458
495122473834123,Nhitastic,7714
355684797797492,Dylan Musanhu Kardashian,7516
1492309647685574,Behati Prinsloo,10792
1687356308215923,Jeremy McConnell,7872
196715007018755,劉書宏,621
230629204953,綜藝大集合,8951
232197603461038,Lakshyaraj Singh Mewar,690
492655707460797,Nazan Eckes,1837
274737655872423,Maurice Gajda,11148
403066116526345,Little ChunLi 兇狠小春麗．鈞君,7187
333419518263,Thomas Ong 王沺裁,2214
208875422494585,Cooper 劉家成,4203
10370409643,Robert James Hoffman III,6660
288595801188008,Will Hart,9322
625292074184153,Peter L. Eppinger,9867
204630479577024,الشيخ يوسف القرضاوي,2807
32686234291,Diana Nyad,8084
1436354686635680,Mike Tyson,6972
175122212538149,Mike E & Emma - The Edge,6299
133337773356602,Gina Darling,4805
196827063992420,TheDadLab,9129
190624235324,Melody Chen,11484
236894673005790,Maximiliano Ulivieri,9775
442708932416255,Rclbeauty101,7373
94171803428,Furious Pete,4167
365535006899840,Esquirebob Animations,5491
668896023137768,Anita Patrickson,6913
149009814098,Larissa Waters,7311
1431164363809523,Mama Joyce,3097
245631945607838,Dance Fitness with Jessica,950
1216504185136925,Ciro Gomes,3458
108574839207540,Greg Foot,10666
36751618459,Brian Tracy,7990
176492255787884,孫協志Tony Sun,5228
565810323501425,徐詣帆,4366
36058203010,Billy Tellier,301
272708424377,Dr Katrina,7351
145482948808796,Ali Holman,1469
237683826350051,איילת שקד,1385
386436314730368,Dr. Lori Shemek,1402
126261074057142,Sandra Bennett QVC,7806
77394797158,Jo Weil,8821
434165646613413,Lacey and Christian Buchanan,3353
651419328327825,Chee Hong Tat 徐芳达,4292
361589088683,Karen Berg,2976
126291644217427,Ellebangs,10844
184699871561072,Pietre,2887
249576385598,Emilio  Uribe,9716
190524281084420,Ivy Winters,8015
210522055677202,育媚meimei,1865
464205750350754,Ashley Stahl,4573
15988358566,Dre Baldwin,11345
121990546910,Danny Silk - Loving on Purpose,3123
225161507496654,Chusita Fashion Fever,8857
196682723675579,Biboy Chua Cabigon,6898
179347998767271,Adam Pearce,10868
629874003789427,Andrey Lawson,6227
127332670703550,Armando Lucas Correa,695
79979911177,Dr. Josh Axe,2115
462754270573906,Ben DeCastro,10540
365335940165253,"Ludovic "" Jiraya "" Save",9935
1691455784407633,The Jeremy Vine,7310
1570828373143796,Sebastian Kluge,3341
1511418939147235,Ayden and Jess,332
395179253864422,俞瑄 White,2103
468401960013792,Astrid Fontenelle,7080
133005323405792,Ray Ratto,5210
142163969278430,Dr. Holly Hatcher-Frazier,164
142659802440964,Alexis Bellino,3277
112346252116819,GloZell,286
25047784280,Roger Goode,8145
542822695760307,Janine Steeger,10220
255887897846432,Tavi Castro,8840
150761454939797,Evan Edinger,4120
140463495967101,楊小黎的新天地(Candy Yang),10200
174144540893,Stephanie O'Dea - Slow Cooking & Household Shortcuts,7177
119703678061888,RP Singh,1188
1539008622996658,許捷羚 j-lin,3962
631338706907968,Vito Bambú,4541
359828444063322,Isra (no soy chema),3390
137888079554744,Denis Lebel,3604
101017899812,Todd Herman,7391
499344313441561,John Godwin,8308
81512169979,Tom Cruise,172
55747004360,Lady Amaranth,6361
156879910990900,Tony A. Gaskins Jr,10437
35016571373,Bam Margera,10981
171887216165928,Jim Gellatly,361
371950716321791,Anke Rehlinger,1425
139200219431269,The Iceman (Wim Hof),5766
115996198552218,Tobie Puttock,5889
505217432846620,Jcob,95
1392919771035710,Amarna Miller,4973
79566605387,Margie Warrell,1106
137832026233700,Bianca Schwarzjirg,8151
304570487568,The Ready D Show,7381
132577393457117,SlyFoxHound,1917
383135258373799,Verena Wriedt,9944
1420092278255824,Sarah Todd Masterchef,4314
578030922309312,Ron Rivera,2717
496476233850646,LoveAnna,8512
334153846618187,Chloe Ting,10841
807831455950953,Blake Webber,9356
557868894232416,Marc Swoboda,5305
160170666209,Cheryl Forberg,9400
497530685388,❤Cammi Tse 謝芷蕙❤,6363
322903557787720,정태영,7124
56400300779,Raj Sivaraman,6638
169298303093218,Daphne Osena Paez,893
135775283156412,Maajid Nawaz,1924
116172061731186,Ping -  6,9451
146675165355378,Adam Markel,8349
134353233311835,Sukki Singapora,1086
1411351299162182,Presley Gerber,29
332419083516525,篠崎泫 Hsyan,5147
351231734943692,ItsJerryAndHarry,1419
550229148334863,Daniel Betancourt,11081
77941989089,Orny Adams,8489
1503929023211241,Sabur Khan,3438
410990322300387,Catherine C 朱琦郁,4770
271764829622713,Justin Martin,7259
314904725198062,Tivolt,1854
641870715900512,Sophia Thomalla,7314
19784772755,Giulio Cavalli,3950
199509516811456,Katherine Mills,11255
108855865813025,Rolf Scheider,3540
104177862955309,"Jonny ""the Unit""",7203
138691142964027,Dr. Ben & Candy Carson,7398
311639245526293,Guido Maria Kretschmer,1867
572969779413053,Rotpilz,5643
483496545065468,楊皓崴 Leo,2278
284801801673,Stana Katic,2626
390093121110026,The Gold Car,7020
515027038530374,Alessio Tacconi,311
549418185174830,Yogini Shambhavi,4171
132916123423732,Gordon Huang 黃國倫牧師,10787
197966875131,Amy Purdy,6554
61306608254,Sheila Walsh,2318
458536837503969,Jordan Yeoh,8196
1455120628116905,Emma Ishta,9848
305762409489339,Brian Copeland,3165
212629278751280,Vita 李睿紜,11008
499036290144575,Murder Nova,7947
337992166223323,ElrubiusOMG,4054
1613946225550351,Kathi Wörndl,8969
206307572764679,Bocker Labradoodle,7095
248083281962844,Duarte Nogueira,9268
186106141402632,Michl Müller,9152
1411236059110830,Jade Albany Pietrantonio,8372
73911349699,Jim Rose Circus,4397
114223998604355,Joe曾耀祖,1800
278065288975017,Monty Oum,1675
649783451769256,Diana C. Richardson,2275
328828760540485,Karolek,6116
984648158225902,The Reverend En Fuego,3360
305225519862303,Themo Melikidze,1639
1408691462695748,吳思顏 Ann,9624
398506616933056,Stefano Vignaroli,6621
261422574089,"Lauren Berger ""The Intern Queen""",9501
140347022821700,Silvio Costa Filho,6498
743311832395587,Joe Hockey Australian Ambassador to the USA,4181
163964050280317,Nina Amir,1400
172103172833399,Threnody In Velvet,5661
377226675639430,Mike Song,11092
100681326759916,Duvalier Malone,1427
132783416775049,The Novogratz,1585
273668846319159,Majida Issa,10642
126019147443377,Kevin Maher,3961
157286664295470,Elizabeth Lyons,7485
157486504309970,Cristina Ferreira - TVI,10492
138908906144545,DJ GER,5939
254537837958519,Nik Scott,71
650863341637642,Newton Cardoso Júnior,8619
266060863576912,Freddie Schürheck /offiziell/,2401
168934086638676,Giulia Arena,11208
116482595050178,Marlo Thomas,7354
118138621600434,Ayydubs,3076
1594972890736948,Pamela Mata,3641
125472124315012,Lucy Buffett,3318
331338816915368,Prof Anand Kumar,4065
252611924756418,I.AM.ROMEO,696
134310369335,Tori Avey,2124
222261997799092,Melissa Trippy,598
158997324239451,Eric Schroth,1655
929501147090867,Julia Furdea,7059
178553559294,Danilo Beauchamp,2198
152737408235306,Mary Haddock-Staniland,4889
288580644679585,Jihad Dib,4211
162340013860349,Khalid Latif,9147
272357282883158,Jonathan Goodwin,9151
273231826023269,Acid Doll,10934
266313840077520,Sarah Brown,3782
663855497061062,Crazy Jewish Mom,3082
110869381956,Tim Misny,281
221854014491751,汪詩敏 Sylvia,6774
176030119139554,氣質女神 小雪,2188
113234778699863,Tim Schreder,4982
435873183139967,Kelly Brennan,4512
345112592166173,Maurizio Merluzzo,3992
32273893010,John Bevere,585
1118111431569959,Jeff Schumacher,10634
579986802093525,Christy Wright,4050
546648508717055,Miss Kennedy Summers,5503
173089362291,Angus Nelson,1577
138611142880677,Dounia Slimani,9847
190748230995487,Jürgen Domian,6930
463711443718276,D Todd Christofferson,1486
513035592070189,Shaholly Ayers,10434
148997865853,Hal Elrod,128
346781518822388,Xavier Serrano,11036
106541635517,Markus Kavka,7808
373620272719258,Ryan J. Bell,9116
167889099986834,Annalee Belle,2069
115772731827289,Manoj Tiwary,3223
159905620716672,James Suckling,9741
34682704754,VISUAL,1736
214337820844,HOT 94.1 BAKERSFIELD,2171
1414735045492535,Kirk Knight & Laura Knight,11111
131636253559067,Carolina Mestrovic,821
385442281467493,LusiaTseng,4094
254396735007,Mayim Bialik,2657
775078482531235,Christine Manzo,10596
128126783931107,Carlos Calderon,5918
56876814297,Matt Pitt,8513
727172360759588,Mario Ramirez,9430
746987352004869,Marco Destro,2200
175565099146769,Rached Ghannouchi  راشد الغنوشي,2652
394306980707405,Danilo Toninelli,11206
424625254304736,Tina Brady,1075
144873655537449,Sam Cawthorn,8102
192113330801860,Manuel Rubey,6809
169136546437160,Paola Maugeri,7845
130857173593323,Giuliana Rancic,3976
662949953812063,Luján Argüelles,4816
38837579546,Spencer Graves,9984
259578580886722,Kimberlly 陳怡伶,9042
127855173949806,Harro Füllgrabe,7962
332691760176925,黃安瑜,2873
225690754200973,Ariane Bellamar,3209
133335470026575,Official Page of Leslie Jordan,4187
185079226878,Jason Hawes/TAPS,8780
431081623613936,HondaPro Jason,3858
1427243044162828,Chris Farrell,6834
199185953427963,DiscoBoy,1624
916503765030893,Ong Ye Kung,2107
72354825204,Bob Harper,341
93348948621,Jamie Apody,5269
462196583816242,Brandon London TV,8277
219356721552447,Nicole Mazzocato,2491
721594964547345,Nick Axelrod,2028
1518833905045577,Max George,1463
29589643944,JJ Virgin,3073
361484323931553,Thomas Skov Gaardsvig,6151
183391101808566,Laura Betterly,10043
303507533253,Simona Ventura,9857
352089924874731,Todd Talbot,4409
470012240143,momo親子台,6218
111479858885762,Jenna Ezarik,10463
179837395403768,Omar Ramos,2348
195508287153477,Dr Lim Wee Kiak,3298
190433124308396,Myesha Chaney,7631
596549690455668,Michał Baryza,2789
181369788720043,Melina Sophie,8935
118735961502008,Daniel Habif,7692
131467505363,"Franchesca ""Chescaleigh"" Ramsey",9959
368509716581251,Sharon Phoenix,6688
1509106909358665,小S 徐熙娣,3740
446202902070583,Funda Vanroy,6112
1721104404876809,Mara Mareş,1259
137688672969003,Jürgen von der Lippe,2933
366838116723904,Todd Carmichael,3965
103009129782691,Naptural85,8368
517906934995773,Austan Goolsbee,2392
176142089073830,黃啟銘Ming,11093
235501579990278,Tiziana Beghin,5465
266475783369835,Samuel Nascimento,4641
378220512242675,煎熬弟 鍾明軒,9690
126315037387198,Moote,8174
222183664461735,Brandi Glanville,9872
216033292076525,Gerry Scharfenberger,6181
241140532664404,Fernanda Melchionna,7861
222358517818493,Stevel Marc,3235
801247069909889,Monica Ten-Kate aka Monica the Medium,4560
321900101239036,陳葳,81
396395413728225,Paul Martinelli,9685
122090227079,"Danelle Umstead, Vision4Gold",482
135355156574292,Pancho Búrquez,4270
243043144654,Annchirisu,1764
338533919505916,Sergio Parisse,5451
114373374508,Tracy Morgan,4437
417387255014946,曾國城,3374
252088608137224,Skip Heitzig,2831
812879518841642,Philip Holloway,5199
119105032882,Dominic Arpin,1677
177627365614043,Bajan Canadian,2993
53885071782,Jenni Falconer,10218
132744326762989,WANDA D'ISIDORO,7277
129507943796096,Chaosxsilencer,6874
1374655872797135,Lillo e Greg - The Ufficial Pagin,886
119339441437266,Chris Stuckmann,8397
177098449006541,萱野可芬 萱野可芳,2722
175587102548368,Daniela Blume,9876
346692845385821,Gladson Cameli,7298
6448493769,Rick Dykstra,4670
132651363449353,Seth from Hardcore Pawn,5110
203818016298879,Dreamwork with Toko-pa,7784
564806250214701,Poncho De Anda,4709
228830470491682,Naveen Jain,7551
330385270377393,Dr. Renny McLean,1050
175557637412,Dr. Daniel Amen,10522
1412750065695808,Enrique Ponce,11201
656050634416255,Asha Leo,8640
450425775010158,Johnny de Mol,4365
122649711108190,Fighting Gravity,5852
105131192867881,Barbixas,8221
187060541342380,Padre Marcelo Rossi,1442
519279024857963,SpeXial-偉晉 Wayne,8909
219543788065670,Omar Suleiman,1740
44547373125,Rutledge Wood,7246
207408962741571,Silvia Giordano,3297
102742536510212,Unsterblicher,8110
201629029876253,音樂甜心-小乖,5841
263610830331207,Nicholas Picholas,2576
1407316179557853,Susan Weckauf - Radio Regenbogen,2633
153078581425496,Lauren Toyota,10543
262508789839,Terry Wogan,5651
1398619423777776,Adam and Symon,3189
88927661994,Cindy Ratzlaff Brand New Brand You,2648
57694352940,Arthêon le Guerrier,10636
365215593547273,Jackie Green,6190
138917392837530,Cara Di Falco - Cara's Cucina,9658
178097115549210,Brian Greene,6928
642780302532762,Ryan Reynolds,8653
532133096920476,"Ben Jones aka ""Cooter""",1911
265969980178493,Nelson Neto Junior,22
437645359708174,Daniele Bolelli,10816
112617182138270,Dave Asprey,1405
769214413240940,Eiza Gonzalez,11031
196417737069011,Swami Purnachaitanya,1608
173113378784,陳柏宇 Jason Chan,712
402203389837708,祁迹,5787
223726970983167,Alana Zimmer,10249
90458921846,Todd J. Duckett,2412
203078399744747,Paulo Bornhausen,2961
491470304214588,Showdown Joe Ferraro,10550
454131957957928,Marc Nelson,446
279874342129647,Jenny Lorenzo,1428
403542579407,Jade Bryce,2180
1490272484527445,Chloe The Mini Frenchie,1196
760091310719442,Frye Guy,159
208138875890503,Damien St John,9627
173452249051,Lidia Bastianich,6366
934137926616781,Manu Thiele - WWE,605
102470493134142,Joseph Prince,8330
240133742681990,Meg Caswell,8557
215069648620345,Camila Alves,1012
8216054532,Demian Aditya,5840
1600539663511729,MostlySane,4302
89058995393,Shakib Al Hasan,9762
242145192470437,Detlef Steves,9296
1506502469579153,Codrin Bradea : Satana,10208
234143740091154,Nancy Lieske,8114
763219480425422,Arne aus den Ruthen,4589
24129632432,JBL - WWE Universe,1113
59558600475,Pio e Amedeo,2744
92037785778,PRINCESS LOVER,3602
139805952720029,The Organised Housewife,5337
251739808325,Tony Dungy,3040
230752460296755,"Kate Ferrant Richbourg, Jewelry Educator",7299
153808898026472,Kristin Klingshirn,9687
108910452478154,Anna Grace Taylor,1509
636521326426668,Jay Arora,8304
163139327033245,Joey Ryan,3425
144479810153,Kathy Orr FOX 29,10285
331612286908156,Boca Rosa,10720
402461325276,Emii,10798
508330559336286,Melisa Topmodel 2015,10007
109590478330,HuskyStarcraft,11370
835469426546743,Pilar Pérez R,7851
204147309712575,Bateson87,10339
133595783341818,Judith Wernli,3443
294963660620753,Pedro R. Pierluisi,327
235963213189347,Hafu,1521
304664409564863,The Anna Edit,9219
1091395107604747,呂欣潔 Jennifer Lu,6477
757807214306600,Maggie 羅美姬,3288
158162110904186,金實基 김슬기,10763
114524475269245,Patricia King,2878
200323703342351,Robbie Rob,437
284006655094999,陳瀅 Jeannie Chan,10142
144754392264446,Sheriff Paul Babeu,9975
364488443758365,湯尼陳Tony Chen,633
123028724380885,Natalie Glebova,10494
121872021239431,Dr. Billye Brim,4833
316775231756233,Laura Parrish - #TNS Mastermind,2088
393792280723277,Selim,11490
47982006428,Devin DeVasquez,7159
155376231175366,Mary Nam KOMO,7548
136982706318650,Girls Day,4623
223588647774990,Charlotte Jones Anderson,3805
1561933047431883,Tiki Barber,242
270792619643559,紀艾希 Ring,10059
294965691744,Sara Jean Underwood,6126
548629388619960,Sophie Monk,10130
620950571303787,Lindsey Pelas,5972
605906182756520,Cam F Awesome,1773
339590769427396,Casey Holmes,1993
1821999021419258,Michele Pirozzi,9597
513279998835151,Christian Knospe,5085
394349153926208,Ramona Arena,5304
103806706348436,Donald Rumsfeld,3665
167292350133252,Rahiel Tesfamariam,10416
130868770287285,Jackee Harry,4131
224984224179396,Marieme,3258
217570628254728,Tara Hammett Fitness and Nutrition,5282
160771404109717,Grace Anna Sings,2072
157496667649517,Anthony Sullivan,4774
153459556931,Severn Cullis-Suzuki,195
162853073809252,陳曼青VelaBlue,10010
375941762556077,Die Bachelorette (Schweiz),2890
107851862572706,The Obie and Lil Shawn Morning Show,11429
268999093190085,Ray Daudani,11359
360831097361652,Hyeonseo Lee,282
311837698837323,Jimmy fait l'con,6667
139394372816247,Czokled,6871
225227217591261,Hayley Hobson,8194
1571426303078398,Carla Stephens,10067
669238403155215,Joshua Coburn,6096
122112937846171,Bogdan Pater,8746
493056780738381,Sébastien Benoit,2765
141572001376,Angela Sun,6953
294121593996411,Alvaro Garnero,390
12905781601,Mauricio Mejia,2226
173605356810,Roberto Cavada,434
110173969042594,Stefan Marquard,6797
301671559864163,Samuel Moreira,5311
314686965263332,Dave Anderson,3889
504496719611868,Rosie 楊凱琳,6367
151919368179069,Carolina Bermudez,1211
289356677758487,Liya Kebede,5457
145240095551896,Eva Imhof,10211
186362515041287,The Baby Gang,3899
114173475286265,Sergio Carlo,9785
547231488704865,安娜∙李 Anna Lee,119
109970959058347,宋米秦Emily,6156
22560886676,Che Ahn,7049
169989218746,Jennifer Allwood,2982
180998239159,Aqasha,10400
394496047419957,Jessica Feuerstein,1644
183104564275,Bayou Country Superfest,9714
544943965566971,Hannah Bronfman,10808
114841448533616,Wheres My Challenge,6958
296268997217381,Barbie,6773
931951610160489,Kylie Gillies,9102
115717721851797,Luigikid,679
173494752833821,Federica Daga,10172
637252669727179,Dave Turin - Gold Rush Dozer Dave,8759
37910526493,Nik Wallenda,3534
145545922198,FITZ,587
309298889080937,Amos the Wonder Horse,5658
187865751279,The Bowling Family,5066
371841513831,林葉亭粉絲團,5053
184918898261217,House of MISU,5363
162245943862620,John Wisniewski,3306
435596169956735,Achi Satorovic,6873
118418744839623,UFM 100.3 DJ: Xin Ying 李欣盈,1235
170581230934,Magic Rocks: Illusionist Leon Etienne,460
251888488344247,Gianni Girotto - Cittadino Portavoce M5S Senato,10878
881143295305606,Matt McDaniel,9286
263711859552,Dan Hughes QVC,3141
132348556775587,Hamza Andreas Tzortzis,1498
394898830572705,Frodoapparat,9076
263724910345807,Courtney Sixx,11397
512953052068729,Smriti Zubin Irani,11132
236724334252,吳怡霈(Patty),4128
995597213795146,Adrián Puente,284
42328360008,Mari Smith,370
579083138844155,Eric Hultgren,6185
410982528978126,Lynette Cenée,1145
271796656543176,Tyler Russell,236
402380316575423,Tiago Brunet,601
380481178828809,Mel Joy,2
199636773380549,Kathy Weber,6607
1465080963720623,Joshua Elizondo,9125
761743400516986,Rafał Maślak,5412
264333946912339,Prince Bulo,11401
1585933461688647,Fabienne Wernly,1560
122892121118799,Jamie Durie,2131
115449075147562,UFM 100.3 DJ: Limei 叶丽梅,3117
319887674723693,Sergio Chávez,6866
196008906145,Hugo Gloss,7265
311667108991471,Natasha Verma,7278
127096353995545,David Kaplan,8837
168526339826672,الحبيب عمر بن حفيظ - Habib Omar,8962
432971780081167,Angel Food Style,6192
118343338302040,Leonardo Rocco,2305
885710138142448,Vega Colonnese,2245
859819850702484,徐薇涵 海豚,2700
202825023077692,Beast,5388
180266832150929,顏永烈,5790
1266051246780752,Ryan Kuster,10184
1577877239102295,Nicolae Ionel Ciucă,11114
430857016971866,רונן הופמן - Ronen Hoffman,1654
103501806359672,Mandy Ingber's YOGALOSOPHY,7518
164571333656649,Idda van Munster (Aida Đapo),30
869128433170841,Olivia Grace,10947
454417684592095,Arianny Celeste,10601
247922548644,donna hay,8570
94463091327,Ben Hanlin,1251
278942895450577,Craig Ramsay,3698
144483822249933,Mark Elliot,3516
355034997937897,Goldie Hawn,7740
37179089825,Phil McKinney,8929
186844444691420,DJ Eddie One,1072
559962034100366,Butterfly愷樂,7884
277376425613876,Mel Rose,8032
293248390813443,I Soldi Spicci,7747
478739818815918,Stephanie Danielson,2977
186747361240,Lama Zopa Rinpoche,2098
198282120292734,Lisa Foiles,9454
1400208973616344,何潤東 Peter Ho,7554
805153982834580,Jiwanjot Singh,9829
275192789211423,Der Jay,2208
397209863703192,Lawrence Jones MBE CEO UKFast,5583
513507095357991,Francesco D'Uva,3724
137117023075179,Janete Pieta,11125
934999846559213,Jeff Fisher Radio,2640
242944725733806,Keith Lemon,7254
192729757566974,Massimo De Rosa,6379
150925658595824,Vex King,3004
1401507066760889,Rachel Greninger,7862
361635013862100,DJ Nailz,3087
214181390646,Lisa Williams,3642
146555678693816,Amivi Make Up artist,8245
121754064554198,Charisma Star TV,788
159256848271,Maria Helena Doering,3497
128843217159494,Mallika Sherawat,6117
118337678295486,Alejandro Fantino,10939
143307649024403,Alex O'Loughlin,135
118322438222441,Radio Lia,4461
